smiles,fold
COc1cccc(-c2nc(Nc3ccncc3)c3cccn3n2)n1,train_fold2
CCCc1nc2c(nc1C)C(N)=NS(=O)(=O)N2CC,train_fold2
COc1cc2c(cc1CNC(Cc1cccs1)c1nccs1)OCCO2,train_fold2
Cc1c(-c2ccccc2Cl)sc2c1c(=O)n(CCCO)c(=O)n2C,train_fold2
COc1ccc(C2CC(C)=NN2C=O)cc1OC,train_fold2
CCC(=O)N(C)c1ccc(Cl)c(COc2cccn3c(Br)c(C)nc23)c1Cl,train_fold2
Cn1c2nc3ccccc3c-2c(NCCCCN)c2cc(Br)ccc21,train_fold2
CCS(=O)(=O)N1C[C@H](N(C)c2ncnc3[nH]ccc23)C2(CC2)C1,train_fold2
c1ccc(-c2cc(CNCc3c[nH]c4ccccc34)on2)cc1,train_fold2
Cc1cc(S(=O)(=O)N2CCCN3CCCC3C2)ccc1F,train_fold2
Cn1c(=O)[nH]c(=O)c2c1nc(NCc1ccccc1)n2CCCc1ccccc1,train_fold2
CC(OC(=O)Cc1coc2cc3c(cc12)CCC3)C(=O)NC(N)=O,train_fold2
CCCc1cncc2c1CC[C@@H]1CNCCN21,train_fold2
CC/C(=C(/CC)c1ccc(OS(=O)(=O)O)cc1)c1ccc(OS(=O)(=O)O)cc1,train_fold2
Clc1cncc(-c2ccc3cc[nH]c3c2)c1,train_fold2
Nc1nc(N)c2c(CCc3ccc(C(=O)NCc4cccnc4)cc3)c[nH]c2n1,train_fold2
Cc1ccc(Nc2c(-c3ccccn3)nc3cccc(C)n23)cc1,train_fold2
CC[C@H]1CCCN1Cn1c(=O)c2ccc3sc4ccccc4c4ccc(c1=O)c2c34,train_fold2
O=C(NP(=O)(N1CC1)N1CC1)c1cc(I)ccc1I,train_fold2
CC(C)(C)C(F)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,train_fold2
c1c[nH]c(CN2CCC3(CC2)COCCN(CCN2CCCC2)C3)c1,train_fold2
CC(C)c1ccccc1NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cccc2cccnc12,train_fold2
CC(C)(N)c1cn([C@@H]2c3ccccc3C3(CCNCC3)[C@H]2O)nn1,train_fold2
N=C(N)NCCC[C@@H](NC(=O)C(=O)c1c[nH]c2cc(O)ccc12)C(=O)O,train_fold2
COc1ccc2nc(N3CCNCC3)n(Cc3ccccc3)c2c1,train_fold2
CC(=O)c1cccc(S(=O)(=O)N2CCn3cccc3C2C)c1,train_fold2
CCCCCc1c(CCCC)c(=O)[nH]c2cc(CNCC(OC)OC)ccc12,train_fold2
CCOC(=O)c1c(N)oc2c1c(Sc1ccc(C)c(C)c1)c(O)c1ncccc12,train_fold2
Cc1cc2c(nc1C)CCCN2CC(O)CN1CCCc2nc(C)c(C)cc21,train_fold2
N=C(N/N=C/c1cnc2ccccc2n1)N/N=C/c1cnc2ccccc2n1,train_fold2
O=C1N/C(=C\c2ccc(O)cc2)C(=O)N1c1cccc(Br)c1,train_fold2
CC(=O)Oc1ccc(/C=C\c2ccc(OC(C)=O)c(OC(C)=O)c2)cc1,train_fold2
CC(C)NC(=O)C(C)c1ccc(O[C@@H]2CCN(c3nc(N(C)C)ncc3F)C2)cc1,train_fold2
CSCCC(NC(=O)c1ccco1)C(=O)NCC(c1ccccc1)N(C)C,train_fold2
CNCCc1cnc(S)n1[C@H]1COc2ccc(O)cc2C1,train_fold2
Nc1ncnc2ncn(CCOCP(=O)(O)O)c12,train_fold2
CC1=CC(C)(C(Cl)(Cl)Cl)C(C)=C/C1=N/O,train_fold2
COc1cc(/C(=N\NC(C)=O)c2ccc3ccccc3c2)cc(OC)c1OC,train_fold2
Cc1cccc(Nc2nccc3ccoc23)n1,train_fold2
CNc1nc(C(=O)N2CCC3(CCCN(CC4CC4)C3=O)C2)cs1,train_fold2
Cc1cn(C(CO)OC(CO)CN(O)C2C3CC4CC(C3)CC2C4)c(=O)[nH]c1=O,train_fold2
c1ccc(CN(Cc2ccccc2)Cc2nnc(-c3cc4ccccc4[nH]3)o2)cc1,train_fold2
CN(C)C(=S)SC(=S)N1CCN(c2cccc(C(F)(F)F)c2)CC1,train_fold2
CN1C(=O)CC(C(=O)O)S/C1=N\c1ccc(F)cc1,train_fold2
CN(C)CCOC1(c2ccccc2)CC2CCC1(C)C2(C)C,train_fold2
CC(=O)/C=C/c1ccc(Oc2ncnc3c(C)cccc23)cc1,train_fold2
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncc(F)cn2)CC1,train_fold2
O=C(CN1C(=O)CCSc2ccccc21)Nc1ccc2c(c1)OCO2,train_fold2
Cc1ccnc(N2C(=O)CSC2c2ccc(C#N)cc2)n1,train_fold2
CC(C)(C)OC(=O)NCC(c1c[nH]c2ccc(I)cc12)N(O)Cc1ccccc1,train_fold2
CC1=COC(C)(C=C(C#N)C#N)CC1,train_fold2
CC(/N=C(\S)Nc1ccc(Nc2ccccc2)nc1)C(C)(C)C,train_fold2
N#Cc1ccc(-c2ccc(N3CC[C@@H]4CNC[C@@H]43)cc2)cc1,train_fold2
CN(C)c1ncnc2c1CCN(c1ccccc1)CC2,train_fold2
CC1CCc2c(nc3ncnn3c2N2CC(C)OC(C)C2)C1,train_fold2
CC(C)c1ccc(CCN(C)S(=O)(=O)c2cc(C(=N)N)ccc2O)cc1,train_fold2
O=C(O)[C@@H]1C[C@@H](OS(=O)(=O)O)CCN1,train_fold2
c1csc([C@@H]2CN3CCC[C@H]3c3ccsc32)c1,train_fold2
C/C(=C/C=C/C(C)=C/C(=O)O)c1cc(-c2cccs2)cc(C(C)C)c1OCC(F)F,train_fold2
Cc1cccc(C(=O)CC2OC(=O)c3ccccc32)c1,train_fold2
CCn1cnc2c(OCCc3ccccc3)ncnc21,train_fold2
CC(c1ccccc1)c1c(O)c2c(oc1=O)CCCCCC2,train_fold2
CN(CCCNC(=O)c1cccc(Br)c1)Cc1ccccc1,train_fold2
c1ccc(-c2cnc(-c3ccccc3)nc2)cc1,train_fold2
COc1ccc2oc(N3C(=O)NC4CCCCCC43)nc2c1,train_fold2
CC(C)NC(=O)C(C(C)C)n1cnc2cc(F)c(F)cc21,train_fold2
CC1CN(c2cccc3c2OCCO3)CC(C)N1CCNC(=O)c1ccc(F)cc1,train_fold2
O=c1[nH]c(SCc2c(F)cccc2Cl)nc2c1CCC2,train_fold2
O=P(O)(O)C(Nc1ccc(Oc2ccc(Cl)cc2)cc1)P(=O)(O)O,train_fold2
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cc4ccccc4)C3SC2)s1,train_fold2
CCCCCc1c(C(=O)c2ccccc2Cl)oc2cc(O)ccc12,train_fold2
CC(NC(=O)CC(c1ccccc1)c1cc(Cl)ccc1O)c1ccccc1,train_fold2
Oc1ccc2c(-c3ccc(Cl)cc3)nccc2n1,train_fold2
CSc1ccccc1NC(=O)CCN1CCC(C(=O)N(C)C)CC1,train_fold2
Cn1c(-c2ccc([N+](=O)[O-])cc2)nc2cc(C(F)(F)F)ccc21,train_fold2
Cc1n[nH]c(C)c1-c1nc(C2(c3ccc(-c4cnc(N)nc4)nc3)CCC2)no1,train_fold2
OC(c1ccc(OCC2CCCC2)cc1)C1CC1,train_fold2
NCCCOC(=O)c1cc2cc(CCl)ccc2oc1=O,train_fold2
O=C(c1ccco1)N1CC[C@H]2[C@H]1CCN2CC1CCOCC1,train_fold2
CCN(CC)Cc1c(O)ccc2c(=O)c(Oc3ccccc3OC)coc12,train_fold2
Cc1cc(S(=O)(=O)NCC(c2ccco2)S(=O)(=O)c2cccs2)ccc1F,train_fold2
NC(=O)c1ccc(-c2cncc(-c3ccc(OC4CC4)cc3)c2)cc1,train_fold2
C=C(C)c1ccc(/C(C)=N\N=C2/NC(=O)CS2)cc1,train_fold2
O=C1O/C(=C\c2ccc(C(F)(F)F)cc2)C(Cl)=C1Cl,train_fold2
COc1ccc(CS(=O)(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc1O,train_fold2
CCO[C@@H]1C(c2ccc(C#N)c(Cl)c2C)=NN2CC[C@H](O)[C@@H]12,train_fold2
CN(C)CCNC(=O)c1ccc2ncsc2c1,train_fold2
O=C(Nc1ccc(C(=O)N2CCOCC2)cc1)c1nc2ncccn2n1,train_fold2
O=C(NCCNCC(O)COc1ccccc1[N+](=O)[O-])Nc1ccccc1,train_fold2
COc1ccc(COC(=O)c2cccc(S)n2)cc1,train_fold2
CCOC(=O)C(CNc1ccc(O)cc1)NC(=O)c1ccccc1,train_fold2
Cc1nc2ccccc2c(=O)n1/N=C/c1ccc(Oc2ccc3c(c2)OCO3)cc1,train_fold2
Nc1cnc(-c2ccc(C3CCC3)c(OCCNc3cnccn3)c2F)cn1,train_fold2
O=C(CN1C(=O)NC(Cc2ccccc2)C1=O)Nc1ccccc1,train_fold2
CSSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,train_fold2
Cc1ccc(SCCC(=O)NC(C(C)C)C(C)C)cc1,train_fold2
Cn1cnc2c(NCc3ccncc3)nc(Cl)nc21,train_fold2
CCCCCOc1ccc(/C=C2\SC(=S)N(CCCCCC(=O)O)C2=O)cc1OC,train_fold2
O=C(Nc1cccc(NC(=O)c2ccc(Br)o2)n1)c1ccc(Br)o1,train_fold2
Nc1nc(-c2ccco2)c2cnn(CCCc3ccccc3)c2n1,train_fold2
CCN1C(=O)/C(=C2\SC(=S)N(CCCOC)C2=O)c2ccccc21,train_fold2
CO[C@H]1CC[C@H]2CCN(C)[C@H]2C1,train_fold2
CC(C)C[C@H](NC(=O)c1ccc(C(F)(F)F)c(OCC2CC2)n1)C(N)=O,train_fold2
c1c2c(cc3c1CC[C@H]1NCCO[C@H]31)OCC2,train_fold2
CCCN1Cc2ccccc2OP1(=S)OCC,train_fold2
CCCOc1cccc(C(=O)Nc2ccc(CN3CCOCC3)cc2)c1,train_fold2
COC(=O)c1c(C)oc(C)c1S(=O)(=O)NC(C)(C)C,train_fold2
COCc1ccccc1CNC(=O)CNc1ccccc1C(C)=O,train_fold2
NCC#Cc1cncc2ccccc12,train_fold2
COC(=O)c1cc(-c2ccccc2)c(C(=O)OC)c(-c2ccc3ccccc3n2)n1,train_fold2
Cc1ccc(Cl)cc1NCc1nc2n(n1)CCCCC2,train_fold2
Cn1c(=O)[nH]c2ncc(-c3cccc(C(=O)NCc4nc5ccccc5[nH]4)c3)cc21,train_fold2
CC(C)N1CCc2nc(S)nc(O)c2C1,train_fold2
COc1ccc2cc(-c3cc(O)cc(O)c3)oc2c1C/C=C(\C)CCC=C(C)C,train_fold2
Cc1cc(C)cc(COc2ccccc2C(=O)OCCn2c([N+](=O)[O-])cnc2C)c1,train_fold2
CCCCCN(Cc1ccccc1)C(=O)c1cc(Br)c[nH]1,train_fold2
COc1ccc(NC(=O)C(CCSC)N2C(=O)c3ccccc3C2=O)cc1,train_fold2
CC(C)=CCCC1(C)C=Cc2c(O)c(C(=O)/C=C/c3ccccc3O)cc(O)c2O1,train_fold2
COc1cccc(CNC(=O)c2nc3scc(-c4cccc(Cl)c4)c3c(=O)[nH]2)c1,train_fold2
N#Cc1ccc(-c2cc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,train_fold2
CN(C)C(CNC(=O)c1ccc(NC(=O)CC#N)cc1)c1ccccc1,train_fold2
CC(C)CC(=O)NCc1cccc(OCCN(C)C2CCOCC2)c1,train_fold2
O=C(O)CCCCCOc1cc(O)cc2oc(-c3ccc(O)cc3)cc(=O)c12,train_fold2
COP1(=O)Oc2ccccc2C(=O)C(C(F)(F)F)(C(F)(F)F)O1,train_fold2
Cc1cc(C)nc(N2C(=O)CSC2c2ccc(C#N)cc2)c1,train_fold2
C[C@]1(CCc2ccc(Cl)cc2Cl)COC(N)=N1,train_fold2
COc1ccc(C(=O)Oc2ccc(-c3ccc(/C(C)=N/NC(N)=S)cc3)cc2)cc1,train_fold2
CS(=O)(=O)c1ccc(Cl)c(NC(=O)c2cccc(N3C(=O)CCC3=O)c2)c1,train_fold2
O=C(CCc1ccccc1)Nc1nc2c(F)cc(F)cc2s1,train_fold2
COc1ccc(N2CCN(C(=O)c3ccncc3)CC2)cc1,train_fold2
COc1ccc(C=CNC(=O)c2ccc(OC)cc2)cc1,train_fold2
CCNC(=O)NCCCN1CCn2cc(C(=O)OC(C)C(C)(C)C)c(C)c2C1=O,train_fold2
CC(=O)NC(Cc1ccccc1)c1ccc2c(c1)OCCCO2,train_fold2
C[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])[C@@H](C)Cc1cc(O)c(O)cc1[N+](=O)[O-],train_fold2
CCC(CC)/N=c1\c(O)c(O)\c1=N/c1cccc(C(=O)N(C)C)c1O,train_fold2
CSc1ccc(OC(=S)N(C)C)cc1C,train_fold2
O=C(CN1CCCCC1)Nc1ccc(C(F)(F)F)cc1Cl,train_fold2
CC(=O)C1=C(O)C(=O)N(c2nccs2)C1c1ccc(Br)cc1,train_fold2
Cn1ccnc1Sc1cc(C(=O)Nc2ccccc2)c(N)cc1F,train_fold2
N#CCCN(C(=O)COC(=O)CSc1ccc(Cl)cc1)c1ccccc1,train_fold2
CC[C@H](CO)Nc1nc(-c2ccncc2)c2ncn(C(C)C)c2n1,train_fold2
O=C(c1ccc(Cl)cc1)[C@@H]1[C@H]2c3ccccc3OC[C@H]2N2CCC[C@H]12,train_fold2
O=C(CSc1nnc(NC(=O)CCl)s1)Nc1ccc(Br)cn1,train_fold2
Cc1ccc(NC(=O)c2nnc(O)c3ccccc23)cc1S(=O)(=O)N1CCOCC1,train_fold2
C=CCN1CCC2(c3ccccc3)c3cc(O)ccc3CC1C2C,train_fold2
CC1(C)CC(=Cc2cc(O)ccc2[N+](=O)[O-])C(=O)c2ccccc21,train_fold2
CP(=O)(Nc1ccc(SC(F)(F)F)cc1)Oc1ccc(Cl)cc1,train_fold2
CCN(CC(=O)Nc1ccccc1OC)CC(=O)Nc1ccccc1C(F)(F)F,train_fold2
Brc1ccc(-c2ccc(CNCc3ccccn3)o2)cc1,train_fold2
Cc1nc(CN(CCS(C)(=O)=O)C(C)C)cs1,train_fold2
O=C(O)Cc1sc(Nc2ccccc2Cl)nc1-c1ccc(Oc2ccccc2)cc1,train_fold2
COc1cc(C(=O)OCC(C)=O)ccc1OCc1c(C)noc1C,train_fold2
CC(=O)N1CC(=O)Nc2ccc(Br)cc2C1c1ccc(F)cc1,train_fold2
COc1ccc(NC2=C(Br)C(=O)c3cc(CCCC(C)C)ccc3C2=O)cc1,train_fold2
N#Cc1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1,train_fold2
COc1ccc(C(=O)N2CCCCC2)cc1S(=O)(=O)Nc1ccccc1,train_fold2
COc1ccc(-c2cc(N)n(S(=O)(=O)c3ccc(C(C)(C)C)cc3)n2)cc1OC,train_fold2
O=C(NN=C(S)c1ccco1)c1ccccc1O,train_fold2
CN1CCN(c2nc(C(N)=O)cc(-c3ccccc3)n2)CC1,train_fold2
O=C(CNS(=O)(=O)c1ccccc1[N+](=O)[O-])Nc1ccccc1,train_fold2
c1ccc(Cc2cn(CCCCc3c[nH]cn3)nn2)cc1,train_fold2
CCCc1cnc(N2CC(c3ccc(CC(C)NC(C)=O)cc3)C2)nc1,train_fold2
Cc1[nH]c2ccccc2c1CCNc1ncnc2c1CCNCC2,train_fold2
CCN(CC)c1nc2sc3c(OC)nnnc3c2c2c1CCCC2,train_fold2
CC(=O)c1c(C)n(-c2cccc(Cl)c2)c2ccc(OC(=O)c3ccccc3)cc12,train_fold2
COc1cccc(CN=O)c1C,train_fold2
CC(Cc1cccs1)NCc1ccccc1,train_fold2
NC(=O)c1nn(C2O[C@H](CO)[C@@H](O)[C@H]2O)cp1,train_fold2
COc1ccc(COc2ccc(OC)cc2CCCNC(C)=O)cc1,train_fold2
Oc1ccc(COc2ccccc2Cl)c2cccnc12,train_fold2
O=C(O)c1cc(I)c(-c2cc(I)c(O)c(I)c2)c(I)c1,train_fold2
CCOC(=O)c1c(C(F)(F)F)nn2c(=O)n(-c3ccccc3C(F)(F)F)nnc12,train_fold2
CC(C)NC(=S)NC1CC(C)(C)Oc2ccc(F)cc21,train_fold2
COc1cc2ncnc(N3CCN(CCn4ccnc4)CC3)c2cc1OC,train_fold2
CCc1sc(-c2ccccc2C(N)=O)cc1C(=O)Nc1nc2c(s1)CCC2,train_fold2
Cc1ccc(-n2nccn2)c(C(=O)N2CC3CN(c4nc(C)cc(C)n4)C3C2)c1,train_fold2
COc1cc(OC)c2c(c1)C(=O)c1cc(CN(CCO)CCO)cc(OC)c1C2=O,train_fold2
O=C(O)C(O)CCCCCCC#C/C=C\C#Cc1ccco1,train_fold2
CCCC(C)(C)c1ccc2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,train_fold2
O=C(NCc1cccnc1)c1cc2n(n1)CCN(Cc1ccc(Cl)c(Cl)c1)C2=O,train_fold2
Cc1ccc(S(=O)(=O)c2nc(-c3cccc(Br)c3)oc2N2CCCCCC2)cc1,train_fold2
OCc1ccc2ccc3ccc(CO)nc3c2n1,train_fold2
C=CS(=O)(=O)CCN1CC1,train_fold2
COc1ccc(Br)cc1C(=O)Nc1ccccc1-c1ccccc1,train_fold2
Cc1ccc2nc3c(cc(C#N)c(=O)n3CC3CCCO3)c(=O)n2c1,train_fold2
FC(CNC1CCCCC1)=C1CCCCC1,train_fold2
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2,train_fold2
CC(=O)Cn1c(CN2CCCCC2)nc2ccccc2c1=O,train_fold2
COc1ccnc(N(C)Cc2csc(C)n2)n1,train_fold2
O=C(CSc1nc2ccccc2s1)Nc1ccc2c(c1)oc1ccccc12,train_fold2
C/C(=C\c1ncc(C=O)o1)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,train_fold2
Cc1c(CCc2cccc(F)c2F)[nH]c2ccccc2c1=O,train_fold2
O=C(O)CCCCC(=O)c1ccc(CC(=O)O)s1,train_fold2
O=C(OCc1cc(Cl)ccc1OC(F)F)c1cc(S(=O)(=O)O)ccc1O,train_fold2
CCC1CCC(C(=O)Nc2cc(O)cc(Cc3ccccc3)c2)CC1,train_fold2
COc1cc(CCC(=O)NC2CCCN(C)C2)ccc1OCC(F)(F)F,train_fold2
COc1c2c(c(OC)c(OC)c1OC)C(C)NCC2,train_fold2
Cc1ccc(Cc2c(NC(N)=S)nn3c(=O)[nH]c(=S)[nH]c23)cc1,train_fold2
C=C1C(=O)O[C@@H]2[C@H]3C(=C)[C@@H](O)C[C@H]3C(=C)C[C@H](OC(=O)C(C)(O)CO)[C@@H]12,train_fold2
CC(=O)N1CCN(C(=O)CNc2c(C)cccc2OC(F)F)CC1,train_fold2
Cc1ccc(NCc2ccc(C#N)cc2)c(CN(C)C)c1,train_fold2
COc1ccc(S(=O)(=O)Nc2ccc3ccccc3c2)cc1,train_fold2
CCOc1ccc(C(=O)OC(C)CN2CCCCC2)cc1,train_fold2
CC(=O)Nc1nc2c(Oc3cc(N4CCN(C(C)C)CC4)ncn3)cccc2s1,train_fold2
Sc1nnc(COc2ccc(Cl)cc2Cl)[nH]1,train_fold2
COC1(OC)C(Cl)=C(Cl)C(Cl)=C1Cl,train_fold2
CCOc1cc(/C=N\Nc2nc(-c3ccc(C)cc3)c(NC(C)=O)s2)ccc1O,train_fold2
CCC(Oc1ccc(Cl)cc1)C(=O)OCCCN(C)C,train_fold2
Cc1cccc2cc(CN(Cc3ccccc3)C(S)=NCCCN(C)C)c(O)nc12,train_fold2
Nc1cc2nc3c(O)cccc3oc-2cc1=O,train_fold2
CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,train_fold2
O=C(NO)c1ccc2c(c1)CC(Nc1ncc3cc(F)ccc3n1)CC2,train_fold2
CC1CCCC(NS(=O)(=O)c2ccc3c(c2)OCCO3)C1C,train_fold2
CCCCCCC(=O)Nc1ccc(C(=O)N2CCCC2)cc1,train_fold2
CC1(C)Cc2cccc(Oc3ccc(/C(=N/O)NCc4ccccn4)cn3)c2O1,train_fold2
COc1c(Nc2cc(F)cc(F)c2)c(=O)c1=O,train_fold2
C=CCOC(=O)Cn1c(C)c(C(=O)OC(C)(C)C)c(C)c1C(=O)OCCC,train_fold2
Cc1nc(-c2ccc(N)cn2)nc(O)c1C,train_fold2
COC(=O)c1c[nH]c2ccc(NC(=O)CNC(=O)Nc3ccc([N+](=O)[O-])cc3)cc12,train_fold2
COc1cccc2c1-c1nccc3ccnc(c13)C2=O,train_fold2
CCOc1ccccc1-c1cc(F)cc(C(CC(=O)O)c2nnc(C)o2)c1,train_fold2
CNC(=O)NC1c2cc(C#N)ccc2CC(C)(C)C1O,train_fold2
CCOc1ccc(/C=C2\Oc3c(ccc(O)c3CN(CC)CC)C2=O)cc1,train_fold2
Cc1cc(C)n(-c2ccc(C(C)NS(N)(=O)=O)cc2)n1,train_fold2
Cc1[nH]c(C)c(C(=O)OC2CCN(CCCCc3ccccc3)CC2)c1C,train_fold2
CCOC(=O)c1c(C)nn(-c2ncccc2NC(=O)CCC(=O)O)c1C,train_fold2
Cc1nn(-c2ccc(C(=O)O)cc2)c2c1C(C(C)C)SCC(=O)N2,train_fold2
c1ccc2c3c([nH]c2c1)[C@@H](C1CCOCC1)N[C@@H](c1nc(-c2ccsc2)c[nH]1)C3,train_fold2
Cc1ccccc1C(=O)Nc1nnc(SCc2cc(=O)c3c(C)ccc(C)c3[nH]2)s1,train_fold2
O=C(OC[C@H](O)c1ccccc1)c1ccccc1,train_fold2
C/C(=N\NC(N)=O)c1ccc2ncc(Cc3ccc4c(cnn4C)c3)n2n1,train_fold2
COCCCCOc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,train_fold2
COc1ccc([C@@H]2c3cccc(N)c3N[C@H](c3ccccc3)[C@H]2C)cc1,train_fold2
CC1(C)C2CC(C/N=C(\S)Nc3ccc(Br)cn3)CC1C2,train_fold2
O=C(O)C1=NN(c2cc(Cl)c(S(=O)(=O)O)cc2Cl)C(=O)C1,train_fold2
CC(C)C[C@H]1CN(C(=O)/C=C/c2ccccc2Cl)[C@@H](CC(C)C)C(=O)N1,train_fold2
COc1cc(-c2c3c(cc4cc(OC)c(O)cc24)C(=O)NC3)ccc1O,train_fold2
Cc1ccccc1-n1c(S)nc2cnc3ccccc3c21,train_fold2
COc1ccccc1CNc1ccnc(-c2cccnc2)n1,train_fold2
CNC(=O)c1ncc2c(n1)[nH]c1cc(-c3c(C)noc3C)c(OC)cc12,train_fold2
COC(=O)C[C@H]1C[C@H](O)[C@@H](C)[C@@H](c2ccc(C(C)C)cc2)N1,train_fold2
COc1ccc(NC(=O)c2cccc(N3CCCS3(=O)=O)c2)c(OC)c1,train_fold2
COC(=O)c1sc(NC(=O)C2CCCO2)c(C(=O)OC)c1C,train_fold2
CCOC(=O)/C=C/n1nnc(-c2cccc(I)c2)n1,train_fold2
N#Cc1ccc(-c2nc3cc(Cl)ccc3cc2CCCN)cc1,train_fold2
CCN(Cc1ccccc1)S(=O)(=O)c1ccc(C(=O)Nc2nnc(C)o2)cc1,train_fold2
O=Cc1cn(C(=O)c2ccccc2)c2ccccc12,train_fold2
O=[N+]([O-])c1c(F)c(F)c2c(c1F)Nc1ccccc1S2,train_fold2
Oc1cc(Br)c(CCc2cc(O)c(O)c(Br)c2Br)cc1O,train_fold2
COCc1cnc2n1CCN(C1CCCC1)C2C,train_fold2
C[C@]1(CCl)[C@H](C(=O)O)N2C(=O)[C@H](Br)[C@H]2S1(=O)=O,train_fold2
CN1CCN(C(=O)CN(Cc2ccccc2)Cc2ccc3ccccc3c2)CC1,train_fold2
O=C(COC(=O)c1cccc(Br)c1)NC1CCCCCCC1,train_fold2
Nc1cc2ccccc2cc1SSc1cc2ccccc2cc1N,train_fold2
COc1ccc(N(c2ccc(C#N)cc2)c2ccc(C#N)cc2)cc1,train_fold2
CSc1ccc(CN(C)Cc2cc(=O)oc3c(C)c(C)ccc23)cc1,train_fold2
Cc1ccc(CN(C(=O)c2cccs2)C2CCS(=O)(=O)C2)cc1,train_fold2
OCCOc1ccc(C2(c3ccc(OCCO)cc3)CC3CCC2C3)cc1,train_fold2
CCc1nc2n(c1C(=O)NN1CCOCC1)CCN2c1c(C)cc(C)cc1C,train_fold2
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(CC(C)C)[nH]c(=O)c12,train_fold2
Clc1ccc(C(Cn2ccnc2)OCc2ccccc2Cl)c(Cl)c1,train_fold2
NC1C2CC3CC(C2)CC1(c1ccccc1)C3,train_fold2
CCCCN1C(=O)CCC(C(=O)O)C1c1ccccc1,train_fold2
CCOC(=O)CNc1nc(-c2ccncc2)nc2ccccc12,train_fold2
CC(C)C1NC(=S)N(C2CCCCC2)C1=O,train_fold2
O=C1c2ccccc2-c2noc(-c3ccc(Cl)cc3)c21,train_fold2
COP(=O)(Nc1ccc(-c2cc3ccc(OS(N)(=O)=O)cc3oc2=O)cc1)OC,train_fold2
COc1ccc(CN2CCC(Nc3cccc4cnccc34)C2)cc1,train_fold2
CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2cccc(C(N)=O)c2)c(Cl)c1,train_fold2
CCCCN(C)C(c1cccc(O)c1)C(C)(C)C(=O)NCCc1ccccc1,train_fold2
Cc1ccc(Sc2ccccc2)c(Nc2ncnc3nc(CC(C)C)ccc23)c1,train_fold2
Cc1cccc2nc(-c3cccc(-c4cccc(CNCC5CCCO5)c4)c3)[nH]c12,train_fold2
CC(=O)Oc1ccc2c(=O)cc(-c3ccc(OC(C)=O)c(OC(C)=O)c3)oc2c1,train_fold2
Cc1cc2c(cc1-c1cnc(OCc3c(F)cccc3Cl)nc1)OC(F)(F)O2,train_fold2
CC(=O)c1cccc(C2=CC(C)(C)Oc3cc(O)ccc32)c1,train_fold2
Brc1ccc(/C=C/c2ccc(-c3ccc(I)s3)s2)cc1,train_fold2
Cc1ccn2c(=O)nc(SCC(=O)N3CCCCC3)nc2c1,train_fold2
CCCCC/C=C/C(O)C(O)/C=C/c1c(CC(O)C(C)(C)O)ccc(O)c1CO,train_fold2
CCOc1ccccc1Oc1ncccc1/C(=N/O)N1CCOCC1,train_fold2
Cc1noc(C(=O)N2CC3(C)CC2CC(C)(C)C3)c1Cl,train_fold2
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4cccc(F)c4c3C2)CC1,train_fold2
C#CCN(Cc1ccccc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],train_fold2
CCc1ccc2nc(C)cc(C(=O)N[C@@H]3CCCNC3)c2c1,train_fold2
COc1cccc(-c2ccc(C(=O)N[C@H](C)CCCc3cccnc3)cc2)c1,train_fold2
CCN(CC)CCn1c(=O)oc2ccccc2c1=O,train_fold2
COc1ccccc1CNC(=O)c1nc2cc(Cl)ccc2s1,train_fold2
COc1ccc(CNC(=O)CCC(=O)N2CC(C)Oc3ccccc32)cc1,train_fold2
Cc1cc(Oc2ccccc2C)c2[nH]c(N3CCOCC3)cc(=O)c2c1,train_fold2
O=C(O)c1cc(C(=O)O)c2cc(OCCc3ccccc3)ccc2n1,train_fold2
COCCN(CCOC)S(=O)(=O)c1ccc(C(=O)Nc2nc(C)c(C(C)=O)s2)cc1,train_fold2
CCc1ccc2c(c1)[C@@H](c1ccc(OC)cc1)[C@H](C)[C@@H](c1ccccc1)N2,train_fold2
CCN(CC)CCCNc1nnc(C)c(O)n1,train_fold2
Cn1cccc1C(=O)OCC(=O)NCCCc1ccccc1,train_fold2
